TicketId,Description,Vocabulary
5277,Job was not triggering from brj. Manually executed the job from back end.,"{'from', 'not', 'brj', 'the', 'triggering', 'manually', 'job', '.', 'end', 'executed', 'back', 'was'}"
5278,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'connecitivity', 'got', 'source', 'job', 'crm', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
5279,issue with source side,"{'with', 'issue', 'side', 'source'}"
5280,liaising with Dev team,"{'liaising', 'with', 'dev', 'team'}"
5281,Jobs are kept on hold due to file unavailability.,"{'hold', 'on', 'to', 'are', 'jobs', 'file', '.', 'unavailability', 'kept', 'due'}"
5282,The job failed due to log in time out error.We have re-executed the job and completed successfully.,"{'re-executed', 'error.we', 'to', 'the', 'time', 'log', 'job', 'successfully', 'in', '.', 'failed', 'and', 'completed', 'out', 'have', 'due'}"
5283,"Self-lock occurred. Job was killed and completed by running the query manually.
","{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5284,Wrongly triggered,"{'triggered', 'wrongly'}"
5285,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5286,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5287,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5288,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
","{'re-executed', 'the', 'to', 'issue.we', 'job', 'trigger', 'in', 'did', 'successfully', 'and', 'failed', '.', 'completed', ""n't"", 'due', 'brj'}"
5289,Job was not triggering from brj first time. Re-run was successful.,"{'from', 'first', 'not', 'brj', 'time', 'triggering', 'job', '.', 're-run', 'successful', 'was'}"
5290,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
5291,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
5292,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
5293,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5294,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5295,Job is under development. Liaising with dev team to fix the issue.,"{'issue', 'development', 'to', 'the', 'team', 'job', 'is', '.', 'liaising', 'dev', 'fix', 'under', 'with'}"
5296,"The job failed due to file unavailability,the job re-ran and completed successfully after fix done by hadoop team. ","{'by', 'job', '.', 'failed', 're-ran', 'due', 'done', 'the', 'after', 'team', 'unavailability', 'completed', ',', 'to', 'file', 'successfully', 'fix', 'hadoop', 'and'}"
5297,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5298,Job completed successfully on re-run.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5299,Source issue.,"{'.', 'source', 'issue'}"
5300,The job abended due to TODS session issue. The job was restarted from another instance and it completed successfully.,"{'instance', 'session', 'abended', 'from', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'it', 'tods', 'another', 'due', 'was'}"
5301,The job abended due to TODS session issue. The issue was fixed and the job ws restarted and completed successfully.,"{'session', 'abended', 'issue', 'to', 'the', 'fixed', 'ws', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'tods', 'due', 'was'}"
5302,Job got failed due to process state failure. Hence stream has been manually closed and marked as success.,"{'has', 'got', 'job', '.', 'closed', 'failed', 'hence', 'due', 'state', 'been', 'success', 'to', 'marked', 'manually', 'as', 'process', 'failure', 'stream', 'and'}"
5303,Job was completed successfully on rerun.,"{'on', 'successfully', 'job', '.', 'completed', 'rerun', 'was'}"
5304,Source file issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'file', 'job', '.', 'and', 'once', 're-run', 'was'}"
5305,Jobs are kept on hold due to file unavailability.,"{'hold', 'on', 'to', 'are', 'jobs', 'file', '.', 'unavailability', 'kept', 'due'}"
5306,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
5307,rerun was successful after data fix,"{'after', 'data', 'fix', 'rerun', 'successful', 'was'}"
5308,The job abended due to the brj Connectivity Issue. The job was restarted and completed successfully,"{'abended', 'issue', 'connectivity', 'to', 'the', 'job', 'successfully', 'restarted', '.', 'and', 'completed', 'was', 'due', 'brj'}"
5309,The job abended due to the time out issue. The backlog was covered in the next day's run.,"{'abended', 'issue', 'run', 'to', 'the', 'time', 'covered', 'day', ""'s"", 'job', 'in', '.', 'backlog', 'next', 'out', 'due', 'was'}"
5310,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
5311,"tbload issue, job has been rerun","{'issue', 'has', 'job', 'been', 'tbload', ',', 'rerun'}"
5312,The job abended as the source file arrived late. The job was restarted once the source file was placed and it completed successfully.,"{'placed', 'abended', 'the', 'arrived', 'source', 'file', 'job', 'late', 'restarted', '.', 'successfully', 'as', 'and', 'it', 'completed', 'once', 'was'}"
5313,stream has been closed manually,"{'has', 'stream', 'manually', 'closed', 'been'}"
5314,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.,"{'abended', 'issue', 'to', 'the', 'time', 'fixed', 'completed', 'database', 'job', 'successfully', 'restarted', '.', 'and', 'connection', 'out', 'due', 'was'}"
5315,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
5316,The job abended as the source file is not available. Hence confirmed the job as success.,"{'abended', 'not', 'the', 'source', 'file', 'job', 'available', 'confirmed', 'is', '.', 'as', 'hence', 'success'}"
5317,"Schedueler issue, job has been reprocessed","{'issue', 'has', 'job', 'reprocessed', 'been', ',', 'schedueler'}"
5318,The Job abended as the source db was not available. The job was restarted and it completed successfully.,"{'db', 'abended', 'not', 'the', 'source', 'available', 'job', 'successfully', 'restarted', '.', 'as', 'and', 'it', 'completed', 'was'}"
5319,source file issue,"{'source', 'issue', 'file'}"
5320,"Job failed at update audit entry. Manually executed the query in tdata, Job completed successfully.","{'the', 'audit', 'manually', 'job', 'successfully', 'entry', '.', 'in', 'failed', 'executed', 'query', 'update', 'completed', ',', 'tdata', 'at'}"
5321,job will be run along with next day's load,"{'load', 'run', 'be', 'day', ""'s"", 'job', 'will', 'next', 'with', 'along'}"
5322,"tbload issue, job has been rerun after releasing tbload","{'releasing', 'issue', 'has', 'after', 'job', 'been', 'tbload', ',', 'rerun'}"
5323,Failed due to source to arrival job was not completed and the job was success once the source to arrival got completed.,"{'not', 'arrival', 'to', 'the', 'source', 'got', 'job', 'once', '.', 'failed', 'and', 'completed', 'success', 'due', 'was'}"
5324,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully","{'on', 'got', 'jobs', 'job', 'console', '.', 'failed', 'due', 'brj', 'triggered', 'did', 'completed', ',', 'issue', 're-running', 'to', 'successfully', 'backend', 'in', 'and', 'get', ""n't""}"
5325,"On re-run job completed successfully.
","{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5326,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,"{'not', 'day', 'previous', ""'s"", 'job', 'successfully', '.', 'batch', 'closed', 'it', 'and', 'completed', 'once', 're-run', 'was'}"
5327,"tbload issue, job has been re run","{'issue', 'run', 'has', 're', 'job', 'been', 'tbload', ','}"
5328,"Job failed due to TODS issue. On re-run, the job was completed successfully.","{'issue', 'on', 'to', 'the', 'completed', 'job', 'successfully', '.', 'failed', 'tods', ',', 're-run', 'due', 'was'}"
5329,"source file issue,liasing with source team.","{'issue', 'team', 'source', 'file', '.', 'liasing', ',', 'with'}"
5330,The job abended due to the data base login Timeout. the issue was fixed and the job was restarted and completed successfully.,"{'abended', 'timeout', 'issue', 'to', 'the', 'completed', 'data', 'job', 'successfully', 'restarted', '.', 'and', 'base', 'login', 'fixed', 'due', 'was'}"
5331,"On re-run job completed successfully.
","{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5332,"source file not available, has been rerun after the files are placed","{'placed', 'not', 'has', 'after', 'the', 'files', 'source', 'file', 'available', 'are', 'been', ',', 'rerun'}"
5333,Job got executed successfully on Re-run.,"{'on', 'got', 'successfully', 'job', '.', 'executed', 're-run'}"
5334,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5335,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5336,"self lock occuured , completed the job by running the script","{'by', 'lock', 'the', 'running', 'job', 'script', 'occuured', 'completed', ',', 'self'}"
5337,Failed due to unavailability of source file and job got completed successfully once the file was available.,"{'to', 'the', 'due', 'source', 'file', 'job', 'got', 'successfully', 'available', '.', 'failed', 'and', 'unavailability', 'completed', 'once', 'of', 'was'}"
5338,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,"{'abended', 'environment', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'fixed', 'was', 'due', 'brj'}"
5339,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
5340,"scheduler issue, job has been rerun","{'issue', 'has', 'scheduler', 'job', 'been', ',', 'rerun'}"
5341,New schedule. informed dev team to look into the issue.,"{'informed', 'issue', 'to', 'the', 'team', 'into', '.', 'dev', 'schedule', 'look', 'new'}"
5342,Failed due to source database issue.Completed successfully after reexecuting.,"{'issue.completed', 'to', 'after', 'source', 'database', 'successfully', '.', 'failed', 'reexecuting', 'due'}"
5343,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5344,The job is on hold as the data was not received from source. ,"{'hold', 'from', 'not', 'on', 'the', 'data', 'source', 'job', 'is', '.', 'as', 'received', 'was'}"
5345,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5346,"source file not available, liasing with HDP team","{'not', 'hdp', 'source', 'team', 'file', 'available', 'liasing', ',', 'with'}"
5347,reraun was successful,"{'reraun', 'successful', 'was'}"
5348,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5349,No Issues in the batch. Batch completed successfully.,"{'the', 'successfully', 'in', '.', 'batch', 'no', 'completed', 'issues'}"
5350,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5351,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully","{'on', 'got', 'jobs', 'job', 'console', '.', 'failed', 'due', 'brj', 'triggered', 'did', 'completed', ',', 'issue', 're-running', 'to', 'successfully', 'backend', 'in', 'and', 'get', ""n't""}"
5352,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5353,Job completed successfully on re-run.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5354,Previous jobs were overrunning and hence deadline reached.,"{'deadline', 'previous', 'jobs', 'were', 'reached', '.', 'and', 'hence', 'overrunning'}"
5355,TODS server issue. Job completed once the issue is resolved.,"{'server', 'issue', 'the', 'resolved', 'job', '.', 'is', 'tods', 'once', 'completed'}"
5356,"duplicate issue in file ,on rerun the job completed successfully.after receiving the updated file","{'issue', 'on', 'the', 'successfully.after', 'file', 'job', 'receiving', 'in', 'updated', 'duplicate', 'completed', ',', 'rerun'}"
5357,The job abended as the stream instance was active. Manually closed the stream and marked the job as success.,"{'instance', 'abended', 'the', 'stream', 'marked', 'manually', 'job', '.', 'closed', 'as', 'and', 'success', 'active', 'was'}"
5358,The job abended as the stream instance was still active. The job was confirmed as success.,"{'instance', 'abended', 'the', 'stream', 'confirmed', 'job', '.', 'as', 'success', 'still', 'active', 'was'}"
5359,rerun was successfull after datafix,"{'datafix', 'after', 'successfull', 'rerun', 'was'}"
