TicketId,Description
5997,"issue with brj scheduler, job has been run manually."
5998,Source file not available. Job re-run and completed once the file was available.
5999,Job executed successfully at back end.
6000,"issue with the scheduler, job has been reprocessed manually."
6001,"Named-pipe error. tbload was released and job re-run successfully.
"
6002,"scheduler issue, job has been rerun"
6003,"mloa dissue, successful on reurn"
6004,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.
6005,Job got failed due to duplicate issue. Then issue was fixed and job was re-started
6006,job has been reprocessed after data fix
6007,"self lock occurred , completed the batch by running the script."
6008,Self-lock occurred. Job was killed and completed by running the query manually.
6009,The Job abended as the source db was not available. The job was restarted and it completed successfully.
6010,"self lock occurred  , completed the job by running the script"
6011,The job abended due to data base connection time out issue. The issue was fixed and the job was restarted and completed successfully.
6012,TODS server restarted.
6013,Job got executed successfully on Re-run.
6014,Incorrect deadlines
6015,job has been reprocessed after data fix
6016,Job got failed due to data duplicate issue. Then issue was fixed and job was re-started.
6017,Wrongly triggered
6018,The job abended due to data duplicate issue. The issue was fixed and the job was restarted and completed successfully.
6019,Self-lock occurred. Job was killed and completed by running the query manually.
6020,files are moved manually
6021,"Failed due to lock issue and on re-running, job got completed successfully."
6022,Job was not triggering from brj. Manually executed the job from back end.
6023,Job executed successfully at back end.
6024,"self lock occurred , completed the job by running the script."
6025,"source file issue, liasing with source team"
6026,Job got failed due to tbload issue. Then issue was fixed and job was re-started.
6027,job has been reprocessed
6028,Duplicate issue in file
6029,Source file issue.
6030,Job completed at back end.
6031,Job executed successfully at back end.
6032,"Job was not triggering from brj. 

Re-started the schedule in brj, Job completed successfully."
6033,"scheduler issue, job has been reprocessed"
6034,The Job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
6035,Job got failed due to process state failure. Then issue was fixed and job was re-started.
6036,The job failed due to log in time out error.We have re-executed the job and completed successfully.
6037,Job got completed succesfully on the re-run.
6038,The job abended due to the invalid data issue. the issue was fixed and the job was restarted and completed successfully.
6039,"
Duplicate issue in source file. Job re-run and completed successfully once the file is corrected."
6040,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
6041,Job got failed due to spool space issue. Then issue was fixed and job was re-started.
6042,"scheduler issue,job has been manully run and completed"
6043,Self-lock occured. Job was killed and completed by running the query manually.
6044,job has been run after data fix
6045,"login time out issue, job has been rerun after some time"
6046,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
6047,The job abended due to the source file issue. New files were placed and the job was restarted and completed successfully.
6048,"self lock occurred , completed the batch by running the script"
6049,"Job failed due to TODS issue. On re-run, the job was completed successfully."
6050,Job completed successfully at back end.
6051,Named-pipe error. tbload was released and job re-run successfully.
